system:index,Longitude,PlotID,Type,description,doy-20140509,doy-20140525,doy-20140610,doy-20140626,doy-20140712,doy-20140728,doy-20140813,doy-20140829,doy-20140914,doy-20140930,doy-20150509,doy-20150525,doy-20150610,doy-20150626,doy-20150712,doy-20150728,doy-20150813,doy-20150829,doy-20150914,doy-20150930,evi-20140509,evi-20140525,evi-20140610,evi-20140626,evi-20140712,evi-20140728,evi-20140813,evi-20140829,evi-20140914,evi-20140930,evi-20150509,evi-20150525,evi-20150610,evi-20150626,evi-20150712,evi-20150728,evi-20150813,evi-20150829,evi-20150914,evi-20150930,geometry,name,ndvi-20140509,ndvi-20140525,ndvi-20140610,ndvi-20140626,ndvi-20140712,ndvi-20140728,ndvi-20140813,ndvi-20140829,ndvi-20140914,ndvi-20140930,ndvi-20150509,ndvi-20150525,ndvi-20150610,ndvi-20150626,ndvi-20150712,ndvi-20150728,ndvi-20150813,ndvi-20150829,ndvi-20150914,ndvi-20150930,summaryQA-20140509,summaryQA-20140525,summaryQA-20140610,summaryQA-20140626,summaryQA-20140712,summaryQA-20140728,summaryQA-20140813,summaryQA-20140829,summaryQA-20140914,summaryQA-20140930,summaryQA-20150509,summaryQA-20150525,summaryQA-20150610,summaryQA-20150626,summaryQA-20150712,summaryQA-20150728,summaryQA-20150813,summaryQA-20150829,summaryQA-20150914,summaryQA-20150930,.geo
44,-113.79951,69.0,Biomass,,142,153,174,192,208,217,240,245,268,283,140,159,163,177,202,223,226,252,271,287,2544,3548,3101,3698,2998,3417,2662,3026,2576,3184,2736,2505,3508,3612,2739,3252,3714,2365,2498,2946,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.79951,46.73069]}",,5786,6238,6546,6659,6392,6597,6069,6847,6774,5875,5324,7290,6632,7167,5823,7113,6549,5634,6878,6007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.79951,46.73069]}"
42,-113.8046,66.0,Biomass,,142,153,174,192,208,217,240,249,263,279,140,159,163,179,202,211,226,252,262,278,3028,3832,4025,4198,4048,3946,3412,3657,3156,3216,3328,3626,3736,4122,3954,3823,3714,2966,3302,3148,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.8046,46.72836]}",,6376,6707,7558,7354,7466,7419,7337,7144,6624,6601,6124,7746,7151,7150,7397,7232,6549,6892,8066,7968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.8046,46.72836]}"
43,-113.80245,68.0,Biomass,,142,153,174,192,208,217,240,249,263,279,140,156,163,179,202,211,226,252,266,278,2636,3672,3382,3251,3765,3946,3412,3252,2478,2647,3038,3050,3095,3865,3225,3289,4088,2966,1953,3148,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.80245,46.72944]}",,6817,7045,7808,7547,7584,7419,7337,7290,7405,7061,6529,6930,7447,7186,7660,7663,7597,6892,6868,7968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.80245,46.72944]}"
70,-113.76938,145.0,Biomass,,143,153,174,188,203,215,237,249,268,279,140,159,163,184,202,213,226,255,271,278,2933,3170,2655,2720,3267,2388,2809,2474,2288,1583,2858,2564,2845,2878,2263,2844,2953,2174,1957,2206,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76938,46.72842]}",,6131,6351,6241,7057,6311,5855,6156,6363,6863,4500,6058,6897,6054,7013,5450,6064,5646,6758,6710,7041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76938,46.72842]}"
68,-113.76678,141.0,Biomass,,143,157,174,183,204,217,240,249,268,279,140,159,163,179,202,211,226,255,271,278,3175,4466,2989,3361,2407,3095,2362,2087,2030,1730,2325,2715,3023,2978,2498,2276,2876,1873,1816,2126,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76678,46.72977]}",,6111,6293,6422,6532,6867,5687,5199,4807,6000,4686,4861,7012,6258,5711,5537,5328,5377,5859,5777,6411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76678,46.72977]}"
69,-113.76451,144.0,Biomass,,143,153,174,188,206,213,238,245,268,279,140,159,163,177,202,223,226,255,266,287,3175,3042,2645,2458,2489,2293,2009,2047,2030,1610,2705,2715,2741,2457,2294,2145,2876,1873,1612,1668,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76451,46.73064]}",,6111,6331,6813,7146,6733,6763,6531,6928,6000,4976,5181,7012,5939,6037,5386,6997,5377,5859,5295,7645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76451,46.73064]}"
1169,-113.75127,524.0,Biomass,,143,153,174,187,194,217,237,249,268,279,140,159,163,177,202,223,239,254,262,278,3673,3318,2777,3572,2949,2456,3326,2540,2071,2125,2657,2525,2822,2454,1940,2238,-87,2474,2229,2306,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75127,46.72834]}",,6829,6255,6596,6315,5634,5546,6639,5776,6051,4895,5721,6469,5832,5926,4656,6050,-98,5527,7152,6343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75127,46.72834]}"
1170,-113.75302,525.0,Biomass,,143,156,172,183,208,217,237,245,268,279,140,159,176,177,202,223,239,254,262,287,3673,2547,2386,2293,2163,2355,3074,1771,2196,1625,2373,2525,3469,2241,1706,1913,-48,2218,1852,2032,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75302,46.72822]}",,6829,6153,6267,5620,5718,5158,6254,5814,6091,4002,4831,6469,6333,5653,4229,5279,-53,5646,7157,5410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75302,46.72822]}"
1168,-113.74698,523.0,Biomass,,143,153,174,192,194,217,237,251,258,279,140,156,163,179,202,223,239,255,263,287,3673,3547,3031,3382,3510,2862,3278,3059,2568,2209,2956,3379,3210,2684,2295,2279,-32,2029,2880,2390,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74698,46.72587]}",,6829,6486,6829,6593,6109,5656,6400,6085,5178,5657,5960,6194,6475,5426,5625,6211,-35,5666,5768,6227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74698,46.72587]}"
1167,-113.74938,522.0,Biomass,,143,153,174,183,194,215,240,251,263,279,140,156,163,177,202,223,239,254,266,278,3745,3101,3031,2989,3404,2610,2563,2846,2180,2209,2774,3212,3210,2726,2295,2238,-14,2692,2148,2156,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74938,46.72833]}",,7127,6675,6829,6585,6186,6498,6348,6565,5965,5657,6017,6369,6475,6554,5625,6050,-16,6260,6638,7421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74938,46.72833]}"
1002,-113.7466,218.0,Biomass,,141,150,174,192,208,217,240,249,263,279,140,159,163,179,202,213,226,255,262,287,3233,3032,2999,3714,2835,2771,2563,2869,2546,1284,2537,2261,3518,3090,2187,3044,3210,2081,1011,2644,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.7466,46.71438]}",,6356,6732,7232,7260,6609,6480,6360,6889,6618,6301,6001,7390,7098,6506,6466,6357,6620,6735,9189,6678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.7466,46.71438]}"
1001,-113.74426,217.0,Biomass,,141,150,174,192,208,217,240,249,263,279,140,158,163,179,202,211,226,254,266,287,2858,3032,2721,2581,2872,3042,2519,1900,2032,1427,2359,3173,3044,2891,2213,2193,3210,2427,1731,1581,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74426,46.71454]}",,6435,6732,7272,7082,7172,7164,6977,6717,6707,6533,6053,6825,7044,6732,6611,6958,6620,6437,6284,7853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74426,46.71454]}"
1003,-113.74107,220.0,Biomass,,141,150,174,192,208,217,240,249,263,279,140,158,163,179,202,211,226,254,266,287,2858,3032,2721,2581,2872,3042,2519,1900,2032,1427,2359,3173,3044,2891,2213,2193,3210,2427,1731,1581,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74107,46.71367]}",,6435,6732,7272,7082,7172,7164,6977,6717,6707,6533,6053,6825,7044,6732,6611,6958,6620,6437,6284,7853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74107,46.71367]}"
100,-113.74931,216.0,Biomass,,141,153,174,192,208,217,240,249,263,279,140,158,163,179,202,211,226,255,271,287,2618,3057,2854,3125,3060,2831,2453,2299,1792,1703,2392,3224,3006,3270,2371,2434,3149,1893,1610,1542,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74931,46.71538]}",,6125,6943,7341,7365,7186,6690,6981,7005,6623,7080,6052,6804,7180,7038,6730,6974,6492,7126,7296,7385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74931,46.71538]}"
58,-113.75593,109.0,Biomass,,141,153,174,192,208,217,240,249,263,279,140,159,163,179,202,211,226,243,271,273,3434,3420,2763,3085,2934,3150,2489,2706,2255,2036,2963,2517,2984,2913,2503,2804,3549,2452,2195,2067,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75593,46.69764]}",,7122,7274,7574,7612,7736,7528,7551,7430,7328,7252,6865,7970,7359,7366,7342,7368,7465,7135,7701,7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75593,46.69764]}"
57,-113.75497,108.0,Biomass,,141,153,174,192,208,217,240,249,263,279,140,159,163,179,202,211,226,243,271,273,3434,3420,2763,3085,2934,3150,2489,2706,2255,2036,2963,2517,2984,2913,2503,2804,3549,2452,2195,2067,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75497,46.69677]}",,7122,7274,7574,7612,7736,7528,7551,7430,7328,7252,6865,7970,7359,7366,7342,7368,7465,7135,7701,7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75497,46.69677]}"
56,-113.75302,106.0,Biomass,,143,153,174,192,208,217,240,249,263,279,140,158,163,179,202,211,226,243,262,278,3753,3807,2917,3605,3417,3538,3100,2998,2334,2209,3101,3915,3307,3340,2953,2784,3564,2725,2571,2438,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75302,46.69669]}",,7563,7397,7702,7667,7726,7581,7352,7579,7070,6763,6684,7123,7528,7246,7389,7287,7115,7195,8540,8015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.75302,46.69669]}"
1126,-113.70151,446.0,Biomass,,142,153,172,192,208,210,238,249,263,279,140,158,176,179,202,211,226,243,268,277,2345,3022,2853,3185,3039,3318,2333,2768,2270,1750,2429,3292,3301,2930,2015,2831,3428,2463,2396,2183,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.70151,46.73322]}",,5140,5680,6173,6300,6372,5949,5236,5693,5356,4266,4636,5843,5958,5769,4350,5736,6190,4944,4950,5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.70151,46.73322]}"
1125,-113.70097,445.0,Biomass,,141,153,174,187,208,217,237,249,263,279,140,160,176,179,202,211,226,255,266,277,3144,2830,2576,3541,2717,2607,3309,2568,2225,1984,2420,3602,3398,2541,2429,2338,3426,2169,2453,1812,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.70097,46.73228]}",,6491,5880,6278,6779,6366,5793,6776,6138,5886,5508,5148,6977,6660,5697,5632,5731,6173,6189,5288,5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.70097,46.73228]}"
1124,-113.70055,444.0,Biomass,,142,153,174,188,208,217,240,251,263,279,140,158,176,190,202,211,226,243,268,273,2345,3022,2730,2603,2923,3257,2549,2860,2027,2434,2495,3292,3148,3218,2627,2831,2841,2054,2396,2022,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.70055,46.73114]}",,5140,5680,5820,5929,5759,6135,5654,5703,4432,5540,4685,5843,5908,5888,5456,5736,5797,4744,4950,4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.70055,46.73114]}"
1216,-113.77011,634.0,Biomass,,143,160,172,187,194,219,240,251,258,279,133,159,163,184,206,211,226,254,271,278,3522,2937,2523,3811,3583,3100,2692,2781,2761,2097,2812,2685,2888,2550,2929,2717,3329,2720,2377,2362,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.77011,46.67739]}",,6870,5896,6085,6527,6221,6096,5661,6169,6017,4879,5469,6579,6193,6280,5755,5948,6509,5841,6084,6812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.77011,46.67739]}"
1215,-113.76868,633.0,Biomass,,143,153,172,183,208,217,240,249,268,279,129,159,163,177,202,223,226,255,262,287,3445,3427,2789,3348,3380,3306,2762,2715,2297,1999,2306,2621,3129,2910,2839,2536,3300,2309,2184,1790,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76868,46.67685]}",,6704,6126,6940,6879,6726,6384,5747,5804,6503,5616,5798,7414,6118,6604,6371,7343,6535,6398,7394,6230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76868,46.67685]}"
1214,-113.76788,632.0,Biomass,,143,153,172,183,208,217,240,249,268,279,129,159,163,177,202,223,226,255,262,287,3445,3427,2789,3348,3380,3306,2762,2715,2297,1999,2306,2621,3129,2910,2839,2536,3300,2309,2184,1790,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76788,46.67671]}",,6704,6126,6940,6879,6726,6384,5747,5804,6503,5616,5798,7414,6118,6604,6371,7343,6535,6398,7394,6230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76788,46.67671]}"
1217,-113.76349,635.0,Biomass,,143,153,172,188,206,222,240,245,263,279,129,159,163,177,200,223,226,255,271,278,3281,3333,2789,2939,2775,2819,2683,2412,1810,1999,2310,2614,3392,2910,2680,1986,2929,2084,2006,1561,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76349,46.67337]}",,6564,6170,6937,7697,7323,6570,6426,7368,6427,5616,6097,7487,6551,6604,7111,7084,4210,7220,6906,8128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76349,46.67337]}"
1004,-113.76135,221.0,Biomass,,132,153,172,192,208,215,238,249,263,279,129,159,163,177,202,223,225,255,271,287,2686,2477,2077,2206,2062,1880,1571,1693,1394,1168,1595,1825,2007,1711,1672,1607,1577,1384,1292,1115,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76135,46.64315]}",,4969,6670,7770,7097,6882,6968,7261,6938,7056,7025,6362,7808,6743,7026,6524,7417,6845,7410,8028,8707,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76135,46.64315]}"
1007,-113.76298,224.0,Biomass,,132,153,172,192,208,215,240,249,268,279,129,159,163,177,202,211,225,255,271,287,2610,2888,1984,2770,2381,2037,1639,2184,1622,1524,1990,1825,2267,2148,2237,2685,1730,1504,1559,1499,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76298,46.64323]}",,3317,6825,7485,7241,6996,6982,6583,7005,8039,7213,7220,7808,6714,7050,6808,6834,6786,7466,8080,8445,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76298,46.64323]}"
1006,-113.76387,223.0,Biomass,,132,153,172,192,208,215,240,249,268,279,129,159,163,181,202,211,225,255,271,287,2610,2888,2398,2813,3066,2620,2034,2184,2405,2452,1831,2415,2604,2886,2237,2685,2224,1504,1476,1415,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76387,46.64416]}",,3317,6825,7616,7094,7056,7031,6854,7005,7791,6757,7348,7645,6621,6645,6808,6834,6781,7466,8048,8641,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76387,46.64416]}"
1005,-113.76458,222.0,Biomass,,132,153,172,192,208,215,240,249,268,279,129,159,163,177,202,223,225,255,271,287,2215,3236,2497,2931,3202,3141,2159,2082,2617,2658,1990,2262,2828,2148,2184,1950,2442,2684,1559,1513,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76458,46.64297]}",,2897,6537,7550,7242,7318,7301,7075,6893,7818,7108,7220,7669,6956,7050,6765,7802,7038,7286,8080,8498,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76458,46.64297]}"
1267,-113.81516,736.0,Biomass,,132,153,172,192,206,222,240,249,268,279,129,159,163,177,200,223,226,243,271,287,1878,2940,3039,3331,3054,3011,2781,2902,2364,2598,2294,2884,3076,3057,2525,2793,3532,2668,1606,2313,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.81516,46.66279]}",,2861,5311,6418,6208,6470,6154,5768,5988,6039,5043,5242,6561,5812,6340,6996,6727,5941,5665,6801,5896,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.81516,46.66279]}"
1266,-113.81784,734.0,Biomass,,132,153,172,192,206,213,240,249,268,279,129,159,176,177,202,223,226,254,271,278,2166,2654,2541,3048,3124,3200,2882,2925,2364,2433,2193,2870,3607,2825,3087,2933,3532,2758,2344,2410,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.81784,46.66298]}",,3212,5223,6298,5691,6137,6771,5486,5643,6039,4774,5212,6575,6070,5731,6359,6431,5941,5522,6209,6742,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.81784,46.66298]}"
11,-113.84101,680.0,Phenology,,141,160,172,192,204,215,240,249,263,279,129,159,163,177,200,223,225,243,270,287,1993,2807,3159,3021,3298,2646,2348,2504,2008,1916,2041,3313,3101,2896,2749,2606,2495,2349,2224,2017,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84101,46.66172]}",,3460,4824,6099,5295,6275,4946,4462,4636,3896,3782,4095,6255,5279,5373,5402,5397,4870,4323,3693,4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84101,46.66172]}"
1232,-113.84113,680.0,Biomass,,141,160,172,192,204,215,240,249,263,279,129,159,163,177,200,223,225,243,270,287,1993,2807,3159,3021,3298,2646,2348,2504,2008,1916,2041,3313,3101,2896,2749,2606,2495,2349,2224,2017,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84113,46.66162]}",,3460,4824,6099,5295,6275,4946,4462,4636,3896,3782,4095,6255,5279,5373,5402,5397,4870,4323,3693,4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84113,46.66162]}"
1141,-113.65923,475.0,Biomass,,132,150,172,183,194,217,238,249,268,279,129,149,170,179,202,224,225,255,271,273,2764,2966,2313,2436,2720,2189,1638,1927,2263,1758,1979,2839,2058,1949,1803,2980,1638,2067,2037,1598,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.65923,46.57814]}",,5670,5754,6265,5349,5239,4788,5142,4785,5854,4687,4691,5629,5198,4680,4542,5860,4509,5514,5462,5152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.65923,46.57814]}"
1143,-113.66564,477.0,Biomass,,141,150,172,183,194,217,238,249,267,279,129,156,170,179,202,211,225,243,263,277,3455,3551,2448,2478,3118,2485,1904,2242,2449,1970,2132,2923,2496,2610,2023,2042,1751,1849,2457,2314,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.66564,46.58088]}",,6438,6255,6618,6191,6092,5291,5520,5844,5260,5602,5097,6016,5741,5724,5437,5171,4399,5046,5478,5436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.66564,46.58088]}"
1142,-113.66869,476.0,Biomass,,141,150,172,187,203,217,240,251,263,279,129,160,176,179,202,213,225,254,272,273,3403,3566,2367,3370,3638,2636,1859,2295,1469,1669,2035,4256,3852,2437,1869,2848,1677,2581,2879,1409,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.66869,46.58175]}",,6212,6244,6963,5913,6813,6454,4461,4577,4629,4960,5063,7175,6580,5771,4867,5780,4293,5312,5614,5150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.66869,46.58175]}"
1128,-113.63059,448.0,Biomass,,142,150,172,192,194,219,239,249,268,283,140,159,176,177,202,224,225,255,271,279,2353,2905,2362,2527,3384,2749,2148,2242,2395,2400,2511,2338,2834,2696,2025,2614,2269,2250,2389,2467,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.63059,46.6153]}",,5668,5660,6094,5239,6103,5627,7980,4819,6389,5038,4761,6300,5635,6116,4636,5167,5542,5980,5936,4817,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.63059,46.6153]}"
1130,-113.63814,450.0,Biomass,,132,150,172,192,208,217,239,245,263,279,129,159,163,179,202,223,225,255,271,273,2422,3403,2062,1975,1910,2073,1872,1549,1331,1190,1551,1918,2128,1874,1569,1518,1446,1363,1228,1290,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.63814,46.61702]}",,5090,6064,6266,4796,5221,4828,6622,4900,4712,4337,4698,5969,5136,4797,4360,5039,3946,4568,4749,4374,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.63814,46.61702]}"
1127,-113.63516,447.0,Biomass,,137,150,172,192,194,213,239,249,268,279,129,159,163,179,202,223,225,255,271,273,2653,2776,2600,2686,2909,2578,2148,2570,2395,2131,2121,2449,2780,2631,2161,1992,2167,2250,2389,2302,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.63516,46.61642]}",,5259,5387,6464,5150,5554,6105,7980,5155,6389,4520,4826,6069,5526,5348,4723,5329,5229,5980,5936,5380,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.63516,46.61642]}"
1129,-113.63422,449.0,Biomass,,142,150,172,183,194,222,239,249,268,279,129,159,176,190,202,223,225,255,271,273,2397,3033,2551,2800,2816,2146,2148,2192,1848,2131,2111,2449,3206,2899,2161,1992,1956,1724,1509,1861,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.63422,46.61782]}",,5653,5729,6294,5872,5184,5473,7980,4769,5651,4520,5365,6069,5595,5321,4723,5329,4961,5622,5614,4433,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.63422,46.61782]}"
1192,-113.30765,581.0,Biomass,,137,149,172,183,194,213,240,245,268,279,140,160,165,179,202,218,225,252,266,282,1817,1756,1708,1515,1694,1493,1443,1351,1336,1364,1835,2088,1723,1479,1259,1412,1295,1504,1355,1377,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.30765,46.7091]}",,3591,4115,3996,3292,3220,3525,3209,3468,3361,3130,3536,3847,3364,3106,2887,3012,2887,2983,3067,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.30765,46.7091]}"
1264,-113.99775,727.0,Biomass,,137,153,162,192,194,217,240,256,263,279,141,158,163,182,202,211,229,252,268,278,3410,3755,4160,3607,3936,3202,2907,2703,2409,2504,4454,4060,3685,3089,2702,2835,3376,2708,2279,2596,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.99775,46.96177]}",,7158,7455,7476,7926,7773,7391,7659,7719,7236,7316,7909,7453,7576,8436,6828,7163,7680,7185,6683,8534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.99775,46.96177]}"
1046,-113.88326,304.0,Biomass,,140,155,172,188,204,215,238,254,258,279,129,159,163,181,200,223,226,255,271,278,2943,3247,2879,3139,2951,2660,2369,2444,2557,1916,2503,2995,2797,3024,2385,2595,3293,2512,2510,2613,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88326,46.85752]}",,6476,5770,6369,6785,6424,5568,5710,5829,5300,4597,5208,6579,5356,5332,5475,6138,5816,5947,5769,5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88326,46.85752]}"
1043,-113.88226,301.0,Biomass,,142,155,162,183,208,215,240,249,268,279,129,159,163,177,195,223,226,254,271,278,3288,3957,3959,3379,2945,3462,3172,2889,3315,2042,2732,3419,3242,3019,2894,3409,3872,2589,3292,2939,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88226,46.85576]}",,6367,6697,6682,6814,6243,6520,6574,6099,6498,5692,6112,7176,6472,6165,6163,6939,6427,5720,6593,7054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88226,46.85576]}"
